122,'全网数据业务分析之APN按区域分布_BSC',5,'ftbStatApnNetSpaceHourUsers','1 ','0 ','query_ftbStatDayBscApnTypeUsers;ftp;load_ftbStatDayBscApnTypeUsers'
123,'全网数据业务分析之APN按区域分布_SGSN',5,'ftbStatApnNetSpaceHourUsers','1 ','0 ','query_ftbStatDaySgsnApnTypeUsers;ftp;load_ftbStatDaySgsnApnTypeUsers'
124,'全网数据业务分析之APN按区域分布_街道办',5,'ftbStatApnAdminSpaceHourUsers','1 ','0 ','query_ftbStatDayStreetApnTypeUsers;ftp;load_ftbStatDayStreetApnTypeUsers'
125,'全网数据业务分析之APN按区域分布_营销片区',5,'ftbStatApnAdminSpaceHourUsers','1 ','0 ','query_ftbStatDaySaleAreaApnTypeUsers;ftp;load_ftbStatDaySaleAreaApnTypeUsers'
126,'全网数据业务分析之APN按区域分布_分公司',5,'ftbStatApnAdminSpaceHourUsers','1 ','0 ','query_ftbStatDayCompanyApnTypeUsers;ftp;load_ftbStatDayCompanyApnTypeUsers'
127,'全网数据业务分析之APN按区域分布_BSC',5,'ftbGnSignalData','2 ','0 ','query_ftbStatWeekBscApnTypeUsers;ftp;load_ftbStatWeekBscApnTypeUsers'
128,'全网数据业务分析之APN按区域分布_SGSN',5,'ftbGnSignalData','2 ','0 ','query_ftbStatWeekSgsnApnTypeUsers;ftp;load_ftbStatWeekSgsnApnTypeUsers'
129,'全网数据业务分析之APN按区域分布_街道办',5,'ftbGnSignalData','2 ','0 ','query_ftbStatWeekStreetApnTypeUsers;ftp;load_ftbStatWeekStreetApnTypeUsers'
130,'全网数据业务分析之APN按区域分布_营销片区',5,'ftbGnSignalData','2 ','0 ','query_ftbStatWeekSaleAreaApnTypeUsers;ftp;load_ftbStatWeekSaleAreaApnTypeUsers'
131,'全网数据业务分析之APN按区域分布_分公司',5,'ftbGnSignalData','2 ','0 ','query_ftbStatWeekCompanyApnTypeUsers;ftp;load_ftbStatWeekCompanyApnTypeUsers'
132,'全网数据业务分析之APN按区域分布_BSC',5,'ftbGnSignalData','3 ','0 ','query_ftbStatMonthBscApnTypeUsers;ftp;load_ftbStatMonthBscApnTypeUsers'
133,'全网数据业务分析之APN按区域分布_SGSN',5,'ftbGnSignalData','3 ','0 ','query_ftbStatMonthSgsnApnTypeUsers;ftp;load_ftbStatMonthSgsnApnTypeUsers'
134,'全网数据业务分析之APN按区域分布_街道办',5,'ftbGnSignalData','3 ','0 ','query_ftbStatMonthStreetApnTypeUsers;ftp;load_ftbStatMonthStreetApnTypeUsers'
135,'全网数据业务分析之APN按区域分布_营销片区',5,'ftbGnSignalData','3 ','0 ','query_ftbStatMonthSaleAreaApnTypeUsers;ftp;load_ftbStatMonthSaleAreaApnTypeUsers'
136,'全网数据业务分析之APN按区域分布_分公司',5,'ftbGnSignalData','3 ','0 ','query_ftbStatMonthCompanyApnTypeUsers;ftp;load_ftbStatMonthCompanyApnTypeUsers'
137,'全网数据业务分析之APN_active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourApnActive;ftp;load_ftbStatHourApnActive'
138,'全网数据业务分析之APNType_active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourApnTypeActive;ftp;load_ftbStatHourApnTypeActive'
139,'全网数据业务分析之用户归属_active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourUserBelongActive;ftp;load_ftbStatHourUserBelongActive'
140,'集团业务行为分析之用户归属_active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourApnUserBelongActive;ftp;load_ftbStatHourApnUserBelongActive'
141,'APN按区域分布_BSC_Active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourBscApnTypeActive;ftp;load_ftbStatHourBscApnTypeActive'
142,'APN按区域分布_SGSN_Active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourSgsnApnTypeActive;ftp;load_ftbStatHourSgsnApnTypeActive'
143,'APN按区域分布_街道办_Active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourStreetApnTypeActive;ftp;load_ftbStatHourStreetApnTypeActive'
144,'APN按区域分布_营销片区_Active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourSaleAreaApnTypeActive;ftp;load_ftbStatHourSaleAreaApnTypeActive'
145,'APN按区域分布_分公司_Active',5,'ftbGnSignalData','0 ','0 ','query_ftbStatHourCompanyApnTypeActive;ftp;load_ftbStatHourCompanyApnTypeActive'
146,'全网数据业务分析之TOP100小区用户',5,'ftbGnAppData','1 ','1 ','proc_ftbStatDayCgiFlushUser;query_ftbStatDayCgiFlushUser;ftp;load_ftbStatDayCgiFlush'
147,'黑莓用户流量统计(周-小区)',5,'ftbBlackberry','2 ','0 ','exec_ftbStatWeekBbCgiUserFlush'
148,'黑莓用户流量统计(月-小区)',5,'ftbBlackberry','3 ','0 ','exec_ftbStatMonthBbCgiUserFlush'
149,'黑莓用户流量统计(天-小区-国家)',5,'ftbBlackberry','1 ','0 ','exec_ftbStatDayBbCountryUserFlush'
150,'黑莓用户流量统计(周-小区-国家)',5,'ftbBlackberry','2 ','0 ','exec_ftbStatWeekBbCountryUserFlush'
151,'导出全表数据',5,'ftbGnAppData','0 ','1 ','query_ftbGnAppData'
152,'全网数据业务分析之自定义小区集分析呈现_GROUPAREA',5,'ftbGnAppData','0 ','0 ','query_ftbStatHourGroupAreaGprsSpace;ftp;load_ftbStatHourGroupAreaGprsSpace'
153,'全网数据业务分析之自定义小区集分析呈现用户数_GROUPAREA',5,'ftbStatGroupAreaHourUsers','1 ','0 ','query_ftbStatDayGroupAreaGprsSpaceUsers;ftp;load_ftbStatDayGroupAreaGprsSpaceUsers'
154,'全网数据业务分析之空间分析呈现_业务维自定义小区集',5,'ftbGnAppData','0 ','0 ','query_ftbStatHourGroupAreaBussType;ftp;load_ftbStatHourGroupAreaBussType'
