'8a49eaab28cd3fb20128d27465300027','ROLEGROUP_4U00BQ7H','28F1AF850929460094A95EDB04FD10ED'
'402881d12a5b0ede012a604a391200e6','ROLEGROUP_4U00BQ7H','BASEUSERINFO_ADMIN'
'402881d12dbb2e90012dbc1e8fef01f9','ROLEGROUP_4U00BQ7H','0BFEB273802643B99A0C8EE839302664'
'402881d12dbc4418012dc59bcd86001f','ROLEGROUP_4U00BQ7H','b2ca3b25dc53294c8a6964b569104eed'
'8a49eaab3486546201348cc9d32b0005','ROLEGROUP_4U00BQ7H','AA0918A1499C4417B6B8E8EEFE450AA4'
'8a49eaab363e5dca01364cf8b05a0049','402881ef3639d06a013639d65afe0007','7242B57B0C334672AC3076FBE9FC82B9'
'8a49eaab377cd67501377ce77c590008','8a49eaab374ac866013772a87b2600f4','4F32511CB6554FD9A5C4EC8F3BCD17D5'
'8a49eaab3796400e0137a5dd33d00089','8a49eaab3796400e0137a5dafb040070','FAB8D89D8C0A4414A180AE0BE1FAC014'
